,cluster_id,cluster_title,verb_list,actual_data_list,member_lemma
94,94,make,"['let_go' 'get' 'substantiate' 'cultivate' 'throw_off' 'put_out' 'empty'
 'piddle' 'make_believe' 'score' 'elucidate' 'lay_down' 'shape' 'subside'
 'disappear' 'touch' 'recognise' 'root' 'mold' 'endue' 'accrue' 'expel'
 'attain' 'square_up' 'slay' 'liberate' 'dangle' 'vanish' 'take_root'
 'sort_out' 'reverse' 'gain' 'fall_down' 'wee' 'pass_on' 'deform' 'light'
 'bump_off' 'tiller' 'do' 'muster_out' 'go_under' 'give' 'exhaust' 'shit'
 'dominate' 'actualize' 'devolve' 'advance' 'transfer' 'exercise' 'sink'
 'exculpate' 'authorize' 'mould' 'reconcile' 'vest' 'omit' 'realize'
 'play' 'nail_down' 'ignore' 'make_water' 'fix' 'strain' 'run' 'operate'
 'take_a_crap' 'exclude' 'cast' 'lose' 'reach_out' 'move_out' 'cook'
 'solve' 'take_a_leak' 'fly' 'resolve' 'pull_ahead' 'eject' 'look_across'
 'release' 'call_on' 'pull_in' 'do_work' 'finalise' 'recognize' 'wreak'
 'determine' 'induct' 'cause' 'form' 'shine' 'adjudicate' 'expend' 'swing'
 'commit' 'make_headway' 'empower' 'profit' 'run_into' 'turn' 'plough'
 'crystalise' 'illume' 'get_to' 'take_away' 'exonerate' 'produce'
 'illumine' 'bring' 'ca-ca' 'lessen' 'fall' 'murder' 'forge' 'clarify'
 'square_off' 'unblock' 'spill' 'spend' 'name' 'establish' 'get_rid_of'
 'off' 'wrench' 'micturate' 'exploit' 'dispatch' 'place' 'sour' 'wrick'
 'stimulate' 'go' 'overlook' 'decrease' 'become' 'knock_off' 'act_upon'
 'acquire' 'agnize' 'straighten_out' 'make_up' 'grow' 'dismiss' 'finalize'
 'complete' 'conciliate' 'defecate' 'sprain' 'put_down' 'take_a_shit'
 'shake_off' 'invest' 'tally' 'put_to_work' 'benefit' 'understand'
 'drop_off' 'sack_up' 'crap' 'take' 'stumble' 'leave_out'
 'change_by_reversal' 'process' 'diminish' 'realise' 'make' 'pour_forth'
 'strike_down' 'create' 'lack' 'strike' 'acquit' 'drop' 'nominate'
 'go_off' 'seduce' 'function' 'overleap' 'exuviate' 'neglect'
 'move_around' 'gather' 'cut_down' 'fire' 'hold' 'cast_off' 'assoil'
 'unloosen' 'figure_out' 'degenerate' 'collide_with' 'gain_ground'
 'clear_up' 'deteriorate' 'take_in' 'flow' 'moult' 'except' 'let_go_of'
 'come' 'steady_down' 'fail' 'drop_down' 'flex' 'urinate' 'construct'
 'rick' 'brighten' 'descend' 'come_down' 'get_through' 'precipitate'
 'puzzle_out' 'get_ahead' 'disregard' 'plow' 'pretermit' 'free' 'unload'
 'vaporize' 'earn' 'strive' 'take_out' 'constitute' 'escape' 'unclutter'
 'throw' 'set_down' 'gift' 'fell' 'give_up' 'put' 'withdraw' 'go_down'
 'locate' 'agnise' 'crystallise' 'leave_off' 'loose' 'dribble' 'pee'
 'build' 'overtop' 'relieve_oneself' 'indue' 'actualise' 'pass' 'ready'
 'wee-wee' 'see' 'enthrone' 'resign' 'relinquish' 'unlade' 'molt'
 'achieve' 'twist' 'shoot' 'work_on' 'look_out_on' 'turn_over' 'make_for'
 'hand' 'bring_in' 'influence' 'slough' 'polish_off' 'crystalize'
 'accomplish' 'crystallize' 'clothe' 'absent' 'extend_to' 'work' 'ferment'
 'sack' 'change_state' 'light_up' 'derive' 'flatten' 'get_hold_of' 'pip'
 'get_back' 'pee-pee' 'settle' 'rack_up' 'authorise' 'discharge'
 'ensconce' 'secrete' 'unloose' 'hang' 'spend_a_penny' 'send_away'
 'pass_water' 'endow' 'reach' 'dower' 'clear' 'piss' 'drip' 'offload'
 'impinge_on' 'lick' 'act' 'arrive_at' 'progress_to' 'return' 'hit'
 'illuminate' 'seat' 'knead' 'shed' 'put_on' 'decide' 'stool' 'draw'
 'unfreeze' 'net' 'induce' 'adorn' 'throw_away' 'go_away' 'bring_out'
 'command' 'crop' 'remove' 'come_to' 'pretend' 'contact' 'win' 'have'
 'disgorge' 'look_out_over' 'work_out' 'publish' 'shed_light_on'
 'settle_down' 'bend' 'miss' 'patch_up' 'prepare' 'issue' 'enlighten'
 'puddle' 'send_packing' 'top']","[['authorise' '4']
 ['authorize' '104']
 ['clear' '20']
 ['discharge' '120']
 ['drop' '44']
 ['elucidate' '8']
 ['empower' '1']
 ['endow' '5']
 ['fell' '23']
 ['gain' '18']
 ['hit' '30']
 ['illuminate' '3']
 ['invest' '4']
 ['make' '287']
 ['miss' '69']
 ['neglect' '5']
 ['omit' '2']
 ['overlook' '7']
 ['reach' '250']
 ['realise' '1']
 ['realize' '7']
 ['release' '21']
 ['remove' '10']
 ['secrete' '65']
 ['settle' '2']
 ['shed' '111']
 ['slough' '1']
 ['solve' '4']
 ['spend' '8']
 ['stool' '9']
 ['subside' '6']
 ['turn' '24']
 ['unload' '2']
 ['vanish' '5']
 ['work' '97']]","['authorise' 'authorize' 'clear' 'discharge' 'drop' 'elucidate' 'empower'
 'endow' 'fell' 'gain' 'hit' 'illuminate' 'invest' 'make' 'miss' 'neglect'
 'omit' 'overlook' 'reach' 'realise' 'realize' 'release' 'remove'
 'secrete' 'settle' 'shed' 'slough' 'solve' 'spend' 'stool' 'subside'
 'turn' 'unload' 'vanish' 'work']"
95,95,automate,['automate' 'automatise' 'automatize'],[['automate' '58']],['automate']
96,96,average,['average_out' 'average'],[['average' '12']],['average']
97,97,avoid,"['ward_off' 'keep_off' 'quash' 'negate' 'head_off' 'annul' 'neutralise'
 'neutralize' 'nullify' 'debar' 'invalidate' 'turn_away' 'forefend'
 'avert' 'fend_off' 'forfend' 'obviate' 'deflect' 'void' 'avoid' 'rid_of'
 'stave_off' 'eliminate']","[['avert' '17']
 ['avoid' '95']
 ['nullify' '1']
 ['obviate' '1']]",['avert' 'avoid' 'nullify' 'obviate']
98,98,await,['await' 'look' 'expect' 'wait'],[['await' '19']],['await']
99,99,award,['present' 'award' 'grant'],[['award' '1']],['award']
100,100,balance,['equilibrate' 'equilibrise' 'poise' 'equilibrize' 'brace' 'balance'],"[['balance' '22']
 ['poise' '1']]",['balance' 'poise']
101,101,rely,"['wedge' 'lodge' 'fix' 'posit' 'bank' 'deposit' 'situate' 'swear' 'stick'
 'rely' 'trust']","[['bank' '3']
 ['deposit' '1']
 ['rely' '31']]",['bank' 'deposit' 'rely']
102,102,base,['found' 'free-base' 'base' 'establish' 'ground'],[['base' '1801']],['base']
103,103,combat,['battle' 'combat'],"[['battle' '2']
 ['combat' '15']]",['battle' 'combat']
104,104,become,['turn' 'suit' 'become' 'go' 'get'],[['become' '336']],['become']
105,105,know,"['cognize' 'bang' 'have_it_off' 'bed' 'know' 'sleep_together'
 'acknowledge' 'bonk' 'recognize' 'sleep_with' 'be_intimate' 'hump'
 'retire' 'sack_out' 'cognise' 'make_out' 'eff' 'have_a_go_at_it'
 'go_to_sleep' 'go_to_bed' 'have_intercourse' 'do_it' 'roll_in_the_hay'
 'have_sex' 'hit_the_sack' 'live' 'fuck' 'turn_in' 'make_love' 'screw'
 'hit_the_hay' 'have_it_away' 'lie_with' 'kip_down' 'recognise' 'get_laid'
 'jazz' 'crawl_in' 'love' 'experience' 'get_it_on']","[['bed' '2']
 ['know' '442']]",['bed' 'know']
106,106,start,"['lead_off' 'start_out' 'get' 'bulge' 'set_forth' 'depart' 'set_off'
 'protrude' 'part' 'go' 'commence' 'bug_out' 'begin' 'get_going' 'start'
 'start_up' 'bulge_out' 'take_up' 'originate' 'initiate' 'embark_on'
 'come_out' 'startle' 'set_about' 'get_down' 'jump' 'pop_out' 'take_off'
 'pop' 'set_out']","[['begin' '171']
 ['commence' '14']
 ['start' '252']]",['begin' 'commence' 'start']
107,107,consider,"['argue' 'reckon' 'deliberate' 'gestate' 'look_at' 'conceive' 'turn_over'
 'contend' 'think' 'deal' 'involve' 'consider' 'affect' 'take' 'fence'
 'study' 'conceptualise' 'weigh' 'count' 'debate' 'view' 'regard'
 'believe' 'see' 'trust' 'moot' 'conceptualize']","[['believe' '22']
 ['conceive' '1']
 ['consider' '624']
 ['debate' '5']
 ['regard' '442']]",['believe' 'conceive' 'consider' 'debate' 'regard']
108,108,belong,['belong_to' 'belong' 'go'],[['belong' '66']],['belong']
109,109,benefit,['gain' 'profit' 'benefit' 'do_good'],[['benefit' '61']],['benefit']
110,110,beware,['mind' 'beware'],[['beware' '1']],['beware']
111,111,bias,['bias' 'predetermine'],"[['bias' '4']
 ['predetermine' '2']]",['bias' 'predetermine']
112,112,biodegrade,['biodegrade'],[['biodegrade' '2']],['biodegrade']
113,113,burn,"['burn_off' 'burn' 'glow' 'combust' 'burn_down' 'sunburn' 'cut'
 'seize_with_teeth' 'sting' 'cauterize' 'stick' 'cauterise' 'burn_up'
 'bite' 'prick' 'incinerate' 'twinge' 'fire']","[['bite' '4']
 ['burn' '8']
 ['sting' '2']]",['bite' 'burn' 'sting']
114,114,bleed,"['run' 'leech' 'hemorrhage' 'bleed' 'phlebotomize' 'shed_blood'
 'phlebotomise']","[['bleed' '36']
 ['phlebotomize' '1']]",['bleed' 'phlebotomize']
115,115,bless,['sign' 'bless' 'sanctify' 'hallow' 'consecrate'],[['bless' '1']],['bless']
116,116,blind,['dim' 'blind'],[['blind' '72']],['blind']
117,117,blister,['scald' 'blister' 'whip' 'vesicate'],[['blister' '1']],['blister']
118,118,block,"['parry' 'arrest' 'choke_up' 'immobilise' 'block_off' 'stanch' 'stuff'
 'jam' 'set_aside' 'halt' 'debar' 'block_up' 'staunch' 'freeze' 'stop'
 'blank_out' 'stem' 'blockade' 'immobilize' 'kibosh' 'obturate' 'impede'
 'pin' 'block' 'stymie' 'stymy' 'seal_off' 'freeze_out' 'lug' 'stop_dead'
 'handicap' 'trap' 'close_up' 'hold' 'deflect' 'bar' 'suspend' 'forget'
 'occlude' 'embarrass' 'hamper' 'hinder' 'barricade' 'obstruct'
 'freeze_down' 'draw_a_blank']","[['block' '54']
 ['blockade' '3']
 ['freeze' '3']
 ['halt' '4']
 ['hinder' '10']
 ['immobilize' '4']
 ['impede' '10']
 ['stem' '8']
 ['suspend' '5']]","['block' 'blockade' 'freeze' 'halt' 'hinder' 'immobilize' 'impede' 'stem'
 'suspend']"
119,119,blot,['spot' 'blob' 'fleck' 'blot'],[['blot' '4']],['blot']
120,120,range,"['bollix' 'flourish' 'louse_up' 'fumble' 'turn_over' 'wander' 'browse'
 'seethe' 'bluster' 'undulate' 'botch' 'tout' 'swim' 'burn_out' 'curl'
 'blow_out' 'array' 'shoot_a_line' 'beckon' 'pluck' 'tramp' 'brandish'
 'twine' 'shove_off' 'squander' 'revolve' 'gasconade' 'waste' 'be_adrift'
 'muck_up' 'wrap' 'foul_up' 'roam' 'err' 'straddle' 'stray' 'suck'
 'outrank' 'mess_up' 'vagabond' 'value' 'bobble' 'swash' 'grade' 'wind'
 'roll_out' 'place' 'shove_along' 'bollocks_up' 'float' 'flub' 'drift'
 'fluff' 'pasture' 'screw_up' 'graze' 'ramble' 'hustle' 'rank' 'wave'
 'brag' 'roll' 'bungle' 'wheel' 'fuck_up' 'bodge' 'rove' 'rate' 'flap'
 'set_out' 'range' 'fellate' 'ball_up' 'go_down_on' 'bollix_up' 'gas'
 'spoil' 'swan' 'run' 'crop' 'mishandle' 'botch_up' 'vaunt' 'boast'
 'roll_up' 'blow' 'bollocks' 'cast' 'freewheel' 'bumble' 'muff' 'order'
 'lay_out']","[['blow' '4']
 ['drift' '4']
 ['float' '1']
 ['range' '379']
 ['rank' '7']
 ['rate' '1']
 ['roam' '1']
 ['roll' '21']
 ['wave' '8']]",['blow' 'drift' 'float' 'range' 'rank' 'rate' 'roam' 'roll' 'wave']
121,121,blunt,['numb' 'deaden' 'dull' 'blunt' 'benumb'],[['blunt' '27']],['blunt']
122,122,blur,"['confuse' 'blur' 'obscure' 'smear' 'dim' 'blear' 'glaze_over'
 'obnubilate' 'slur' 'smudge' 'film_over' 'smutch']","[['blur' '2']
 ['slur' '1']]",['blur' 'slur']
123,123,predict,"['promise' 'foretell' 'reckon' 'anticipate' 'auspicate' 'betoken'
 'presage' 'bode' 'calculate' 'portend' 'forebode' 'omen' 'predict'
 'prefigure' 'estimate' 'count_on' 'call' 'foreshadow' 'forecast' 'figure'
 'augur' 'prognosticate']","[['bode' '1']
 ['forecast' '1']
 ['portend' '2']
 ['predict' '286']
 ['presage' '1']]",['bode' 'forecast' 'portend' 'predict' 'presage']
124,124,bolster,['bolster' 'bolster_up' 'pad'],[['bolster' '1']],['bolster']
125,125,border,"['surround' 'inch' 'butt' 'march' 'edge' 'skirt' 'frame' 'frame_in'
 'butt_against' 'ring' 'border' 'butt_on' 'adjoin' 'environ' 'abut'
 'bound']","[['border' '1']
 ['edge' '1']]",['border' 'edge']
126,126,receive,"['get' 'take_heed' 'find_out' 'soften' 'watch' 'come_about' 'bechance'
 'bring_up' 'fork' 'concede' 'break_out' 'commemorate' 'dissever' 'recite'
 'break_down' 'attain' 'submit' 'let_out' 'secern' 'divide' 'register'
 'unwrap' 'part' 'transgress' 'cross-file' 'go_bad' 'fall_out' 'present'
 'sort_out' 'dampen' 'key' 'go_against' 'pause' 'split' 'pass_on'
 'generate' 'sympathise' 'discontinue' 'get_a_line' 'give' 'sympathize'
 'cream' 'run_down' 'impart' 'describe' 'kick_in' 'memorialise' 'realize'
 'file' 'enjoin' 'assure' 'founder' 'fracture' 'happen' 'ease_up' 'skip'
 'collapse' 'con' 'differentiate' 'skim' 'give_way' 'endanger' 'conk_out'
 'state' 'fall_upon' 'buckle_under' 'break_open' 'disunite' 'observe'
 'bankrupt' 'determine' 'go_on' 'peril' 'happen_upon' 'grant' 'refer'
 'stop' 'memorize' 'unveil' 'study' 'expose' 'dedicate' 'commit' 'erupt'
 'skitter' 'rule' 'get_word' 'call' 'uncover' 'line_up' 'obtain'
 'skim_off' 'hap' 'open' 'break_up' 'name' 'establish' 'skim_over'
 'severalise' 'stifle' 'render' 'discriminate' 'interrupt' 'recoup'
 'witness' 'cede' 'check' 'severalize' 'recount' 'split_up' 'cave_in'
 'place' 'display' 'go' 'empathize' 'break' 'notice' 'glance_over'
 'acquire' 'meet' 'infer' 'demote' 'cleave' 'screen' 'wash_out' 'put_down'
 'yield' 'materialize' 'move_over' 'debunk' 'get_hold' 'understand'
 'wear_out' 'come_apart' 'take' 'make' 'realise' 'chip_in' 'strike'
 'tell_apart' 'get_around' 'scupper' 'separate' 'exhibit' 'nominate'
 'classify' 'take_place' 'mention' 'carve_up' 'scan' 'relent' 'queer'
 'give_in' 'recuperate' 'hold' 'instruct' 'succumb' 'break_off' 'violate'
 'offend' 'infract' 'advert' 'break-dance' 'incur' 'rive' 'enter'
 'knuckle_under' 'cite' 'take_in' 'hear' 'better' 'afford' 'list' 'come'
 'detect' 'sacrifice' 'fail' 'get_out' 'wash_off' 'bar' 'break_dance'
 'occur' 'distinguish' 'try' 'sort' 'single_out' 'tell' 'come_up' 'pay'
 'discover' 'convalesce' 'give_away' 'pass_off' 'retrieve' 'divulge'
 'evidence' 'befall' 'constitute' 'throw' 'wash_away' 'gift' 'show'
 'apply' 'pick_up' 'die' 'bust' 'rinse' 'translate' 'tape' 'narrate'
 'leave' 'ruin' 'feed' 'dull' 'memorise' 'develop' 'break_in' 'chance'
 'get_wind' 'snap_off' 'pass' 'intermit' 'mute' 'see' 'wash' 'empathise'
 'screen_out' 'reveal' 'recover' 'lave' 'breach' 'turn_over'
 'kick_downstairs' 'memorialize' 'hand' 'class' 'cream_off' 'disclose'
 'ascertain' 'branch' 'tone_down' 'hesitate' 'secernate' 'regain'
 'find_oneself' 'devote' 'diagnose' 'transform' 'larn' 'learn' 'rake'
 'moisten' 'bear' 'fall_in' 'let_on' 'encounter' 'come_across' 'key_out'
 'interpret' 'launder' 'find' 'assort' 'read' 'identify' 'listen'
 'experience' 'chance_upon' 'go_back' 'wear' 'say' 'furcate' 'ramify'
 'reach' 'come_upon' 'smash' 'weaken' 'give_out' 'chance_on' 'banish'
 'immortalize' 'return' 'immortalise' 'appoint' 'deaden' 'record' 'crack'
 'relegate' 'bump' 'recrudesce' 'plane' 'contribute' 'materialise'
 'light_upon' 'sieve' 'bring_out' 'lap' 'fall_apart' 'break_away'
 'consecrate' 'welcome' 'invite' 'have' 'teach' 'feel' 'burst' 'damp'
 'reclaim' 'muffle' 'order' 'receive']","[['break' '8']
 ['dampen' '19']
 ['disclose' '20']
 ['discover' '13']
 ['expose' '203']
 ['find' '1156']
 ['fracture' '4']
 ['give' '477']
 ['happen' '8']
 ['hear' '2']
 ['identify' '1376']
 ['learn' '36']
 ['materialize' '1']
 ['name' '23']
 ['occur' '842']
 ['pause' '3']
 ['read' '12']
 ['receive' '3262']
 ['record' '205']
 ['recover' '482']
 ['regain' '3']
 ['register' '198']
 ['relegate' '1']
 ['reveal' '409']
 ['sacrifice' '1']
 ['scan' '6']
 ['separate' '33']
 ['skim' '2']
 ['sort' '1']
 ['split' '15']
 ['teach' '5']
 ['tell' '3']
 ['translate' '21']
 ['uncover' '9']
 ['understand' '502']
 ['unveil' '2']
 ['wash' '3']
 ['welcome' '3']
 ['witness' '3']
 ['yield' '70']]","['break' 'dampen' 'disclose' 'discover' 'expose' 'find' 'fracture' 'give'
 'happen' 'hear' 'identify' 'learn' 'materialize' 'name' 'occur' 'pause'
 'read' 'receive' 'record' 'recover' 'regain' 'register' 'relegate'
 'reveal' 'sacrifice' 'scan' 'separate' 'skim' 'sort' 'split' 'teach'
 'tell' 'translate' 'uncover' 'understand' 'unveil' 'wash' 'welcome'
 'witness' 'yield']"
127,127,lactate,"['give_suck' 'hold' 'harbour' 'suck' 'entertain' 'suckle' 'nurse'
 'breastfeed' 'harbor' 'wet-nurse' 'lactate']","[['breastfeed' '47']
 ['lactate' '84']
 ['nurse' '1']
 ['suckle' '3']]",['breastfeed' 'lactate' 'nurse' 'suckle']
128,128,rest,"['lie' 'stay' 'take_a_breath' 'breathe' 'pillow' 'suspire' 'rest'
 'take_a_breather' 'pass_off' 'respire' 'reside' 'repose' 'perch'
 '""catch_ones_breath""' 'roost' 'remain' 'emit']","[['breathe' '6']
 ['rest' '11']]",['breathe' 'rest']
129,129,breed,['cover' 'multiply' 'spawn' 'breed' 'engender'],[['breed' '7']],['breed']
130,130,bridge,['bridge' 'bridge_over'],[['bridge' '2']],['bridge']
131,131,broaden,['branch_out' 'extend' 'diversify' 'radiate' 'broaden' 'widen'],"[['broaden' '10']
 ['diversify' '1']]",['broaden' 'diversify']
132,132,bruise,['bruise' 'spite' 'wound' 'injure' 'hurt' 'offend' 'contuse'],"[['bruise' '3']
 ['injure' '1']]",['bruise' 'injure']
133,133,bud,['bud'],[['bud' '1']],['bud']
134,134,buffer,['cushion' 'soften' 'buffer'],[['buffer' '2']],['buffer']
135,135,construct,"['work_up' 'progress' 'retrace' 'construct' 'ramp_up' 'make' 'build_up'
 'build' 'manufacture' 'reconstruct' 'make_up' 'fabricate' 'invent'
 'establish' 'cook_up']","[['build' '24']
 ['construct' '26']
 ['fabricate' '1']
 ['manufacture' '16']]",['build' 'construct' 'fabricate' 'manufacture']
136,136,weight,"['burthen' 'burden' 'charge' 'slant' 'saddle' 'angle' 'weight_down'
 'weight']","[['burden' '1']
 ['weight' '44']]",['burden' 'weight']
137,137,burgeon,['burgeon'],[['burgeon' '1']],['burgeon']
138,138,bypass,['go_around' 'get_around' 'bypass' 'short-circuit'],[['bypass' '2']],['bypass']
139,139,calibrate,['calibrate' 'fine-tune' 'graduate'],[['calibrate' '20']],['calibrate']
140,140,calve,['calve' 'break_up' 'have_young'],[['calve' '3']],['calve']
141,141,react,"['take_the_field' 'pit' 'contradict' 'play_off' 'run' 'controvert'
 'contend' 'press' 'crusade' 'struggle' 'react' 'fight_back' 'agitate'
 'defend' 'push' 'match' 'counterbalance' 'oppose' 'respond' 'fight_down'
 'campaign' 'fight']","[['campaign' '1']
 ['fight' '13']
 ['oppose' '1']
 ['react' '21']]",['campaign' 'fight' 'oppose' 'react']
142,142,delete,"['blue-pencil' 'scratch' 'erase' 'invalidate' 'cancel' 'edit' 'set_off'
 'call_off' 'strike_down' 'delete' 'offset' 'countervail' 'scrub']","[['cancel' '1']
 ['delete' '2']
 ['offset' '2']]",['cancel' 'delete' 'offset']
143,143,capitalize,['take_advantage' 'capitalise' 'capitalize'],[['capitalize' '1']],['capitalize']
144,144,care,"['worry' 'handle' 'manage' 'care' 'give_care' 'wish_well' 'deal' 'like'
 'wish' 'bid']","[['care' '10']
 ['like' '8']
 ['wish' '1']]",['care' 'like' 'wish']
145,145,catalogue,['catalogue' 'catalog'],[['catalogue' '1']],['catalogue']
146,146,categorize,['categorize' 'categorise'],"[['categorise' '5']
 ['categorize' '35']]",['categorise' 'categorize']
147,147,cause,['induce' 'have' 'get' 'stimulate' 'cause' 'do' 'make'],[['cause' '856']],['cause']
148,148,stop,"['drop_by_the_wayside' 'relinquish' 'resign' 'hold_back' 'arrest' 'check'
 'chuck_up_the_sponge' 'discontinue' 'turn_back' 'depart' 'block_off'
 'eat_up' 'halt' 'leave_office' 'block_up' 'break' 'foreswear' 'stop'
 'cease' 'end_up' 'blockade' 'quit' 'kibosh' 'throw_in' 'intercept'
 'block' 'polish_off' 'wind_up' 'land_up' 'fetch_up' 'step_down' 'contain'
 'drop_out' 'throw_in_the_towel' 'stop_over' 'complete' 'bar' 'renounce'
 'fall_by_the_wayside' 'break_off' 'hold_on' 'take_leave' 'lay_off'
 'finish_up' 'barricade' 'terminate' 'end' 'give_up' 'finish']","[['cease' '1']
 ['discontinue' '25']
 ['end' '26']
 ['finish' '3']
 ['quit' '1']
 ['stop' '27']]",['cease' 'discontinue' 'end' 'finish' 'quit' 'stop']
149,149,censor,['censor' 'ban'],[['censor' '6']],['censor']
150,150,focus,"['digest' 'contract' 'sharpen' 'focalize' 'revolve_around' 'center_on'
 'distil' 'decoct' 'condense' 'concentrate' 'centralize' 'focus' 'distill'
 'boil_down' 'center' 'extract' 'concenter' 'focus_on' 'focalise'
 'concentre' 'centre' 'revolve_about' 'reduce' 'rivet' 'pore'
 'concentrate_on' 'centralise']","[['center' '4']
 ['centre' '4']
 ['concentrate' '10']
 ['condense' '1']
 ['distil' '2']
 ['focus' '114']]",['center' 'centre' 'concentrate' 'condense' 'distil' 'focus']
151,151,centrifuge,['centrifuge' 'centrifugate'],[['centrifuge' '2']],['centrifuge']
152,152,chain,['chain'],[['chain' '3']],['chain']
153,153,chair,['chair' 'lead' 'moderate' 'chairman'],[['chair' '1']],['chair']
154,154,challenge,['take_exception' 'dispute' 'gainsay' 'challenge'],[['challenge' '146']],['challenge']
155,155,characterize,['characterise' 'characterize' 'qualify'],"[['characterise' '32']
 ['characterize' '298']]",['characterise' 'characterize']
156,156,cheek,['cheek'],[['cheek' '2']],['cheek']
157,157,cool,['cool_down' 'chill' 'cool' 'cool_off'],"[['chill' '1']
 ['cool' '2']]",['chill' 'cool']
158,158,select,['opt' 'pick_out' 'select' 'favour' 'favor' 'choose' 'prefer' 'take'],"[['choose' '25']
 ['prefer' '18']
 ['select' '196']]",['choose' 'prefer' 'select']
159,159,circulate,"['fritter_away' 'shoot' 'dot' 'disperse' 'dispel' 'flash' 'circle' 'click'
 'sprout' 'summon' 'dissipate' 'dart' 'shoot_down' 'buck' 'fritter'
 'mobilise' 'scoot' 'circularise' 'go_around' 'charge' 'fathom' 'blast'
 'frivol_away' 'film' 'distribute' 'tear' 'riddle' 'pass_around'
 'sprinkle' 'interpenetrate' 'spud' 'open' 'burgeon_forth' 'pip'
 'break_up' 'germinate' 'come_home' 'photograph' 'snap' 'infiltrate'
 'pass_on' 'call_up' 'get_through' 'pullulate' 'scatter' 'circularize'
 'penetrate' 'dawn' 'dash' 'hit' 'spread' 'marshal' 'spread_out' 'imbue'
 'sink_in' 'fool_away' 'bottom' 'diffuse' 'broadcast' 'inject' 'fan_out'
 'bourgeon' 'fool' 'mobilize' 'unfold' 'propagate' 'circulate' 'rally'
 'perforate' 'take' 'fall_into_place' 'dust' 'get_across' 'overspread'
 'permeate' 'pervade' 'scud' 'disseminate']","[['circulate' '333']
 ['diffuse' '2']
 ['disperse' '2']
 ['disseminate' '39']
 ['dissipate' '1']
 ['mobilize' '5']
 ['penetrate' '5']
 ['scatter' '4']
 ['shoot' '36']
 ['spread' '240']]","['circulate' 'diffuse' 'disperse' 'disseminate' 'dissipate' 'mobilize'
 'penetrate' 'scatter' 'shoot' 'spread']"
160,160,mention,"['summon' 'reference' 'quote' 'cite' 'summons' 'advert' 'refer' 'bring_up'
 'mention' 'observe' 'adduce' 'abduce' 'name' 'note' 'remark']","[['cite' '9']
 ['mention' '13']
 ['reference' '2']]",['cite' 'mention' 'reference']
161,161,citrate,['citrate'],[['citrate' '1']],['citrate']
162,162,claim,['claim' 'lay_claim' 'exact' 'take' 'arrogate'],[['claim' '18']],['claim']
163,163,clarify,['elucidate' 'clarify' 'clear_up'],[['clarify' '31']],['clarify']
164,164,classify,['relegate' 'classify' 'separate' 'sort_out' 'class' 'assort' 'sort'],[['classify' '83']],['classify']
165,165,clean,"['nibble' 'strip' 'make_clean' 'blame' 'houseclean' 'pluck' 'scavenge'
 'plunk' 'pick' 'peck' 'clean' 'break_up' 'find_fault' 'piece' 'beak'
 'cull' 'clean_house' 'cleanse' 'foot']","[['clean' '3']
 ['pick' '2']]",['clean' 'pick']
166,166,cloister,['cloister'],[['cloister' '1']],['cloister']
167,167,clone,['clone'],[['clone' '1']],['clone']
168,168,fold,"['close_up' 'reason' 'come_together' 'fill_up' 'argue' 'conclude' 'shut'
 'shut_down' 'turn_up' 'resolve' 'pen_up' 'reason_out' 'fold' 'close'
 'close_down' 'fold_up']","[['close' '8']
 ['conclude' '78']
 ['fold' '211']
 ['reason' '1']]",['close' 'conclude' 'fold' 'reason']
169,169,clot,['clot' 'clabber' 'coagulate' 'clog' 'curdle'],[['clot' '9']],['clot']
170,170,cluster,['constellate' 'flock' 'cluster' 'bunch' 'bunch_up' 'bundle' 'clump'],[['cluster' '32']],['cluster']
171,171,coat,['surface' 'coat' 'cake'],[['coat' '18']],['coat']
172,172,cocoon,['cocoon'],[['cocoon' '2']],['cocoon']
173,173,cod,"['rag' 'chide' 'twit' 'nettle' 'berate' 'gravel' 'torment'
 'call_on_the_carpet' 'get_at' 'reproof' 'jaw' 'remonstrate'
 'take_to_task' 'lambaste' 'frustrate' 'annoy' 'reprimand' 'irritate'
 'fool' 'take_in' 'cod' 'devil' 'tantalise' 'lambast' 'trounce' 'dun'
 'chew_up' 'befool' 'rally' 'bother' 'rile' 'nark' 'rebuke' 'chew_out'
 'tantalize' 'gull' 'put_one_across' 'bawl_out' 'scold' 'razz' 'lecture'
 'crucify' 'bedevil' 'taunt' 'dupe' 'slang' 'put_one_over' 'put_on'
 'call_down' 'chafe' 'tease' 'dress_down' 'ride' 'have_words' 'get_to'
 'vex' 'bait']","[['cod' '16']
 ['rag' '6']]",['cod' 'rag']
174,174,coexist,['coexist'],[['coexist' '4']],['coexist']
175,175,cohabit,['shack_up' 'live_together' 'cohabit'],[['cohabit' '1']],['cohabit']
176,176,coin,['mint' 'strike' 'coin'],[['coin' '1']],['coin']
177,177,coincide,['coincide' 'cooccur' 'concur' 'co-occur'],[['coincide' '17']],['coincide']
178,178,collaborate,['collaborate' 'cooperate' 'get_together' 'join_forces'],[['collaborate' '4']],['collaborate']
179,179,collate,['collate'],[['collate' '11']],['collate']
180,180,colonize,['colonize' 'colonise'],[['colonize' '4']],['colonize']
